Id,ProductId,UserId,ProfileName,Time,Score,HelpfulnessNumerator,HelpfulnessDenominator,Summary,Text
135182,B0049OPXP0,A2COOPKJFET1G7,"T. L Williams ""tw623""",2012-06-16,5,0,0,Yay!!!!,"Udi's is the best tasting gluten free bread. It is sometimes very hard to find at the store, so getting it on Amazon it great, and cheaper by loaf."
10796,B001GM969M,A1RCBMPF7MHOSU,William J. Herald,2010-07-24,5,4,4,Great Product,"Product was shipped ultra quick - USPS priority. Packaged in no-tamper bag. This granulated honey is great in oatmeal, cooking, coffee, tea, on cereal, etc. It's sweeter than sugar. I give seller an A+++++"
558655,B003UE2X2G,ARZL0MKSVHNPI,"Sharon L. Faulk ""linnefaulk""",2010-09-14,5,1,1,Best Crunchy Granola Bar!,"I have been trying to eat better. And I have been going on photo walks. I find that I need something with me in case I get hungry. Fruit doesn't travel well. Granola bars do well in my bag. But chewy bars get too sticky. And most crunchy granola bars are so hard I am always worried I would lose a tooth or two. I saw these at Nutrition S'mart yesterday and picked them up. I tried one before I got home. They have a great crunch, not too hard, and a wonderful flavor. Now I want to try the other flavors but my local Nutrition S'mart only had 2."
160049,B0002G3UWM,A2DY8842LRN4G7,M Prefect,2007-01-24,5,1,1,"Possibly The Best Flavor Of ""Grill-A-Corn""","Unlike most corn-based snacks you find in the US, the corn flavor isn't totally wiped out in processing.  The consistency is like a Cheeto, but a light sweet corn flavor remains.  I've tried the other flavors, but I find the red pepper flavoring makes a wonderful contrast to the lightly sweet base. Of course, if spicy isn't your thing at all it's not a good choice, but I find these are easily eaten without anything to cool your mouth (milk, etc) and fine with water."
114255,B0026LJQG0,A3QII3H7Z8ZWGD,"C. Schlicht ""cindols""",2009-08-17,5,1,1,Best Seeds Ever!,My husband adores these seeds - especially the Buffalo Wing flavor. We had tried to find these in the stores and were thrilled when we found them for sale on Amazon. Would recommend trying to others since they're very tasty.
552966,B000EQYS7Q,A3QYE95SH1KAW2,Playa,2006-11-10,2,0,2,"Great Chips, But I Prefer The Bag With The Blue Chips Included",Take them to your grocer and exchange these for the bag that also has the blue chips with the other chips.
114253,B0026LJQG0,A1OR62Y8N3CFR4,elvis,2012-03-02,5,1,1,Big Seeds,"I've been buying Davids for a long time, first time I've tried BIGS and the bigs stands for big seeds.  This flavor isn't that great, I'd rather have something different.  But this brand blows away Davids in my opinion.  Davids also has a larger seed line, but I haven't seen any flavors I like on amazon.  I'll continue to buy bigs, but next time I'm getting a different flavor."
480979,B000H27JI2,A290P69JP71ZF5,M. Smith,2009-02-08,5,2,2,"Used Neat Or As A Base Note In A Recipe, This Is A Great Mustard!","The chipolte kick in this mustard is assertive but won't send the fire department to your table.  Silver Springs managed to get the balance just right.  Use this neat on burgers or hot dogs or breathe new life into some of your favorite recipes.  Sometimes, if a new recipe seems a bit flat, this chipolte mustard can ""save dinner"" with a wonderful base to mid note.<br /><br />Very highly recommended !!!!!!!!!!!!  : )"
26914,B004NDV46E,A3NID9D9WMIV01,"Louie Arrighi ""Lou da Joo""",2012-07-06,4,1,1,Pink Lemonade: Possibly Best Flavored Emergen-C Yet,"<span class=""tiny""> Length:: 1:11 Mins<br /><br /></span>Emergen-C<br />Pros-best priced Vitamin drink mix which includes Vitamin B as well as 1000mg's of Vitamin C.<br />Emergen-C Pink Lemonade flavor has a nice tart kick.<br />Cons-taste can't compete with Super C or Zip Fizz.<br /><br />RDA-Recommended Daily Allowance-my mistake."
381584,B00376ZEY6,A1SJJJRGU9GS4A,R. Acheson,2011-12-19,5,1,1,An Amazing Gift,"My sister gave these to me as a present because she was aware of my fondness for caramel. They are by far the best caramels I have ever tasted-- very soft, smooth, rich in flavor, with a hint of crunchy sea salt in every bite. One, or even half of one caramel is plenty for a dessert, so the bag lasted me for a good while."
353661,B005A1LINC,AA8F2HV4DPV2T,kelpiegirl,2011-10-03,4,0,0,Refreshing But Not The Real Thing...,"The Crystal Light Mojito's were tasty and refreshing, especially in the hot summer weather.  Although it pails in comparison to a true Mojito, this drink will quench the entire family's thirst.  It does have artificial sweeteners and has a slight aftertaste, if you are not used to it.  Would buy this again and look forward to trying the other Moctail flavors."
266367,B003QKBDX4,A27EW0VUL06GTJ,julia mekelburg,2011-11-17,4,0,0,Love The Via,"I love Starbucks coffee, but the nearest Starbucks is over 2 hours away!  This allows me to get my fix until I make the trip!"
524267,B004JGQ15E,ATECU14VUIOJ0,"The geacher ""Barbara""",2011-04-26,3,1,1,Popcorn Caramel & Chocolate Fix All In One,"I don't usually go for the portion control snacks that have become so prevalent on the supermarket shelves these days but I was pleasantly surprised by this one.  The Snackwell Fudge Drizzle Caramel Popcorn has taken three of my guilty pleasures (popcorn, caramel & fudge) and put them all into one 130 calorie pack.  The sugar may be a little on the high side if you're a member of the snack police but if you stick to the one bag rule I'm sure you come out ahead.<br /><br />The pack portion size contains enough to get you over that afternoon slump or to enjoy at the movies without feeling guilty.  The taste is really very good with none of that ""pretend food"" taste you get in many of the healthy food choices.<br /><br />I think the cost is a little more than I'd spend on a regular basis but as a special treat I'll probably buy it again."
270552,B000FI2VHM,A31YSTICHFYN7O,"CPR ""xfilebuffyfan""",2009-07-03,4,11,11,Salsa Garden Seed Kit... More Work Than The Herb Kit,"I purchased the Aerogarden system and a few kits last year.  On Jan 1st 2009 I took out the remnants of the herb kit and planted the Salsa Garden kit.  This particular kit has several extra steps - plant selection, pruning, growth stabilization, and pollinating.  I will mention each in detail here to help others.  The herb gardens are the easiest - just cut off what you need as you go, once mastered you might find yourself wanting to try something else.  Salsa Garden and other kits like this - i.e. Chili Pepper, Cherry Tomato, Snow Peas, Green Beans, etc. - will require a few more steps.  These steps are the main changes for Salsa kit vs Herb kit.<br /><br />1. Plant Selection -  With the Salsa Garden, you must first make a selection of the plants themselves.  After several days of growth you will see the small sprouts.  There will most likely be more than one sprout in each pod - you must cut back to just one plant per pod.  There will be only 3 pods total in this kit - 1 pepper, 2 tomato.  There will be spacers to fill in the other pod slots, this will allow growth of these plants.  Plant selection is important, so make sure not to let those extra sprouts keep growing - doing so will eventually overrun your pod space.<br /><br />2. Pruning - This kit's instruction uses the 5th branch system.  Read that section carefully before your first pruning.  Then afterwards you will continue to prune throughout the life of the plant - to prevent growth to close to the lightbulbs and to trim wandering branches that are unable to reach the light.  Eventually those branches will die and you can cut them afterwards if you accidently forget to prune them earlier.  You will continually get dead leaves, especially near the base of the plant - do not fret, this will happen a lot as the outer edge of the plant gets more of the light.<br /><br />3. Growth Stabilization - This kit will eventually require a string or twine, etc.  After your plant grows big enough, the weight of the plant will eventually cause it to begin leaning over, especially after fruit / vegetables begin to appear.  Each plant will need a string to stabilize it to the light post at the back of the Aerogarden.  I personally used 3 nylon strings that I removed from a shopping mall bag's handle, similar to that of an athletic short's draw string.  You can also get twine or other thick strings, like yarn, from almost any hardware store, crafts store or supermarket.  Some other sets like Green Bean kits have their own support devices, but for the Salsa kit you must provide your own - so be prepared.<br /><br />4. Pollinating - This might be the easiest step... or possibly not.  As each plant begins to flower, pollination by bees or insects will not be likely.  As per the instructions, you must gently shake the plants to cause the pollen to move about and eventually end up on one of the other flowers.  Read this section carefully about how vigorously you should or should not shake the plants - in my oppinion, not very much if at all.  I tried this step and it worked fine for the tomatoes, but not the peppers.  After several waves of blooms appeared on the mini jalapeno plant still no amount of shaking worked.  Eventually I tried to shake a little harder, which didn't work and also caused many of the under leaves to fall off.  My advice - use a feather.  This isn't the most practical method, but it works.  When you see several blooms open at once, lightly brush the interior of the first flower - then the second, third, etc.  Do not forget to come back and brush the first flower again at the end of the cycle.  The pollen will stick to the feather then stick back onto a different flower - similar to the hairs on an insect's legs and body.  You may have trouble finding a feather - which I recommend using a very clean one at that.  DO NOT grab a feather from a your yard that came from a wild bird or from a farm animal.  You sure don't want lice or other problems in your house.  Try a crafts store or you can pull the feather out of a cheap household duster.<br /><br />My final opinion, the tomatoes grow easily and without much trouble except for the stabilization.  The peppers on the other hand stabilize well enough and keep themselves fairly self pruned at the base, but pollinating these bad boys can be a little bit of a trick at first.  Overall this was a fun kit and it produced all the way until the end, eventually I ran out of nutrients and decided to remove the plants.  If I hadn't, they'd be still going.  I got about 5 months of produce - which over time was a lot, but I only got 2 or 3 tomatoes at a time or 1 pepper at a time for lots of those weeks in between.  This was fun, but may not be for everyone.  If you mastered the herb kit, then this would be an interesting next step.  On the other hand if you had trouble with the herb kit, then you might want to pass on the Salsa Kit."
545795,B001E5E1C8,A1RJ4WFMUJAY6,"greban ""jwilkinstn@juno.com""",2012-05-19,5,0,0,Tasty And Good For Your Dog,"My Boston terrier loves these!  They are great Kong toy fillers.  Besides being tasty, they are made in America... and they are nourishing.  Highly recommend!"
236204,B00132YTO2,A3J5IKBQOHNJ8G,"S. Griffith ""truth reader""",2011-10-06,4,0,0,Pricey But Good,Pricey but good - OK sixteen more words to say the same thing Pricey but good - four more words
566721,B000EM8UOW,A35TFL3GFRLHSW,BlkIceMom,2010-10-01,5,1,1,Marinade,If you like Teriyaki you will love this. I have used it to marinade just about every kind of meat there is and it has a great flavor.
503927,B0029NTSHM,ASALOFU6V48J3,MES,2011-09-14,5,0,0,5 Woofs,"While I have no personal opinion of these treats, my dog loves them and they really seem to help her ""doggie breath""."
556522,B000TAZPYM,AITMNT3PUFDBG,K. Johnston,2011-02-01,5,2,2,Yum!  But For The Ginger Lovers Only!!,"I love this stuff!!  It does have a strong ginger taste - so if you don't like ginger and don't need it for a health reason, don't buy it for candy!!  I like to nibble on it for a snack or to relieve nausea - it is a marvelous natural cure and works wonderfully for me."
190866,B0006LKDS2,A3C3JPTVUKEQ8P,Baking beauties,2009-04-29,5,4,4,Fantastic Mixes,"I am always hesitant to use mixes, but I was having a huge dinner party last week and I just didn't have the time to make a cake from scratch. I had received the Chocolate Chocolate mix with the Nordic Ware Pro Cast Original Bundt Pan as a gift from my friend Dave. I must say, everyone was absolutely impressed! Just the right amount of moisture, and the texture was perfect - everyone thought it was actually made from scratch. It comes with quick and easy to follow instructions with recipe adaptations for the more adventurous. It took 10 minutes to prepare by hand and 45 minutes to bake. Now I always keep a box around for those ""just in case"" moments and you should too!"
92853,B008S5KWWU,A22X8JZSDAX26N,R. Ocasio,2012-09-10,3,0,0,Great Flavor But Bottle Top Hassle,"I used it in a Moqueca which is a Brazilian Fish Stew, and it was very delicious. The problem I had was with the bottle top. The recipe called for 1/4 c of the oil. Unfortunately, I was unable to remove the plastic top which does not unscrew.  It just has a flip top cap with a single hole in it and ended up just shaking it by drops into the measuring cup which was messy and a hassle."
189502,B001EO5Q64,A3S2Y8JGUO71T7,"Jeremy Waterman ""Jeremy""",2011-02-25,4,1,1,Wonderful To Use!,"This stuff is amazing.  The smell is warm and delicious, and yet it never overpowers a dish because after cooking it is less strong.  It makes cooking more enjoyable just because of the delectable smell.  The price was right as well.  I could go to five stars if I'd compared it with more products.  Otherwise, I'd buy it again on the yummy smell alone."
100444,B003QTB222,A3D108N659JHJR,PlaysInTheDirt,2012-02-04,5,3,3,Perfect All-Purpose Gluten-Free Flour Blend,"Domata Living Flour put the joy back in my gluten-free cooking.  I was introduced to it four years ago, through a local celiac support group.  It is a cup-for-cup replacement for all-purpose flour in your own favorite recipes.  You can even use it to make a roux.  In some recipes, I find it best to add a tad more flour or a tad more liquid -- but I can tell whether I need more of either as I am mixing the ingredients.  And, with some recipes, I do need to increase the baking time as gluten-free flours do tend to take longer to bake.  I use it for cakes, cookies, muffins, bread and breading for fried foods, pie crusts and other pastries, gravies and roux, waffles, whatever.  I have noticed that foods fried with Domata Living Flour do not absorb as much oil as foods fried with all-purpose wheat flour, so they are crisper and they reheat well without turning soggy.  I don't need extra gluten for pie crusts, but you can add a tad more xanthan gum if you find that it is not quite stretchy enough for your pastry recipes.  The taste and texture are equal to all-purpose wheat flour.  Baked goods may not rise quite as much as with a wheat flour, but I find that the cakes and muffins are still the same size as they were when I made them with all-purpose wheat flour.  I have shared this with many celiacs or those who cook for celiacs, and it has been a hit with each and every one.  One note:  if you are using an old bread recipe, remember that gluten-free dough has no gluten to be developed by kneading and does not benefit from the second rise that some recipes include.  You can do either without harm, but there is no advantage to doing so.<br />This is the one gluten-free flour I must have in my kitchen."
156095,B001VNGG58,A12D4ZZAIHMPO9,Nocturnal Shopaholic,2012-07-09,5,0,0,Great Deal...,"I eat cayenne with practically everything so I go through it pretty quickly.  The 2-pack deal is great... one for me and the other one for the squirrels.  Unfortunately, the squirrels are enjoying the spice as much as I am.  It has not deterred them one bit.  They are feasting on the peppered birdseeds and in my flower garden as I type.  I'll continue eating the cayenne, but will need to find something stronger for the unwanted furry visitors."
446356,B004NC9G9M,A29D0FVW8TUMUQ,Vass,2012-01-04,5,0,0,Delicious,This is by far the best tea I've ever tasted.  I love the blend it as and it is very light.  Anyone I had taste it really likes it.
382319,B001STPJJO,A1Z54EM24Y40LL,c2,2010-10-21,5,1,1,"Great Stuff, Price Pretty Good!","I normally buy this loaf pack at my local store that starts with a t at pretty close to this same price.  This makes them .50 a can, which is about average for Fancy Feast.  This is the ground variety, in case you're wondering.  Thought I'd let you know since I didn't see that in the listing.  I have one cat that will eat ground, and one that won't.  Usually the males LOVE their meat so they won't touch ground, but the females will.  They particularly love the chicken in this pack, with turkey running a close second.  Beef I only feed them once a week or so - not their favorite but they'll choke it down.  Great buy, love the free shipping too.  Highly recommend!"
221823,B003BKOTQ2,A20CCVJU2RD853,I. Tauber,2012-09-06,5,0,0,Better Than Greenies!,"My dog loved Greenies forever, but she developed a wheat allergy in her old age.  So I searched for an alternative and found these.  I call them brownies so she still has the same sort of word for her favorite treats and she sure loves these treats!  And they seem to have so many good ingredients in them, much better than what greenies have in them.  I will be buying these by the case if I can.  I just wish they came in a bigger box, a value pack or something, since I give one a day."
277247,B000VK8AVK,AJ697JMP88D2Z,cynsational,2011-04-04,3,4,4,Pop Chips Rock!!!!,"I love Pop Chips and had been odering the variety pack.  However, there were some flavors in the variety pack that I didn't particularly care for, so I decided to branch out.  This is my first time trying this flavor.  While okay, they are not as good as I had originally thought.  I'm working my way through them, but will probably not order this flavor in the future."
507884,B006N3IE6A,A1X1SE0D8U0XDL,cindy,2012-09-17,5,0,0,Yummy Coffee,I love the Wolfganag Puck flavors.  This Vienna blend is very nice.  It is medium roast so it is not too strong.  Has a wonderful flavor without being a flavored coffee.  One of my favorites.
510449,B000CDWPOO,A25EICZG1D95VG,Tim,2011-09-23,5,0,0,Best Chocolate I'Ve Ever Eaten,"Seriously, I could eat them until I throw up.<br /><br />I'm not a big fan of hard chocolates or even crunchy ones.  But these little delights melt in your mouth.  I have to actively convince myself that I shouldn't eat as many of these as I actually do.<br /><br />Delicious nonetheless and a great gift."
482954,B00206I9RS,A2FB16TK0NORBP,C.C.,2011-12-30,5,1,2,So Much Fun,Our daughter had a lot of fun making these cookies and even more fun decorating them.  A nice way to spend quality time in the kitchen.
487724,B003V8Y892,A36C92F9ZFDQW,Carol Ann,2011-03-11,5,3,3,We Use A Lot Of Truvia,"Right now I'm very sad because the 1,000 pkt. is not available.  I like keeping Truvia available as we use a lot.  We are heavy tea & coffee drinkers."
153426,B001F9QW16,A3IUZCCFTLCG9F,Jeff,2012-01-04,5,1,1,Great Bags!,Just received these bags today. The box they come in is very small and made of 100% recycled material. A bonus in my book. The bags seem to have alot of strength and dont seem like they will rip or break open easily. I just received them today so hopefully after a few uses I can submit more feedback with more positive outcomes.
550118,B000CQIDJM,A2YSZSBDBFKSKS,AngieB,2012-03-30,5,0,0,Amazing!!,"I LOVE this stuff!!!  Unfortunately, I can no longer find it in the stores.  I also FINALLY got my picky kids to try it, and they, too think it's AMAZING!!!  DELICIOUS!!!"
52057,B0009YD8ME,A3T4ZWCAAT5QX7,RSQ LABS,2011-05-12,2,1,2,Not Long Lasting,"Dogs loved it, but they freed it and ate it in minutes.  Turns out to be a dollar a minute for the dogs' enjoyment.  Might as well have been a milk bone."
522636,B007TJGZ0Y,A2571KCJ997UBY,cindy,2012-06-12,1,0,0,Coffee,"I have ordered coffee many times and it was always great. this time, it is butter toffee, and it tastes like watered down junk. how do I exchange it?"
395688,B0009WMEL2,A25BAQXYROX950,"Janet A. Winikoff ""humane society janet""",2010-03-19,5,5,6,Delicious!,"Delicious syrup. Although a bit pricey, everyone seems to love the prickly pear margaritas! An added bonus is the recipe guide that's included when you purchase the syrup. Definitely a unique addition to your pantry!"
504621,B007I7YZJK,A1IHK8GL1ESOND,"Carol Daley ""Marinesgirl""",2012-04-10,5,0,2,Very Nice,"I normally drink decaf beverages so I jumped at the chance to review this.  It's hard to find a powder that tastes good AND is decaf.<br /><br />I find these types of products very artifical tasting and I really don't enjoy them.  They actually make me more thirsy.  This one is very nice.  There is a very strong taste of honey, which I love.  The strawberry and acai taste is mild and not overwhelming.  If you like the taste of honey, you will like this.  If you don't like honey, then this product probably is not for you.<br /><br />I will buy these again.  I  didn't feel thirsty after drinking it and it didn't have a horrible aftertaste, as some of these products do.<br /><br />Great product."
62823,B000I1OLT2,A3QKWGU3LHSEL0,"AM Good ""AM Good""",2009-03-19,5,1,1,I Love Moroccan Mint,"Stash is my favorite tea, and by far the Moroccan Mint is my favorite flavor.  I love mint, and the mix of green tea and mint is just delcious."
82464,B003VIJI1A,A2158Y2U61AU9G,Lillian37,2011-03-24,2,8,9,I Don'T Like It,"If you're looking for a Campbell's cream of mushroom soup substitute, this isn't it. It doesn't have the milky-creamy consistency of Campbell's. It has a sour taste, from the cultured cream and whey. The broth is transparent. The pieces of mushroom are bigger. It's really nothing like Campbell's in taste or appearance. It's definitely much, much healthier, but I don't like the taste or texture and won't be buying it again. I'll be making my own cream of mushroom soup from now on."
14778,B0047ORGWK,AFYNHATHQRU68,Helena,2012-03-29,5,0,0,My Baby Loves This Stuff!,I bought this for the first time on Amazon a few weeks ago--the variety package and it was great (5 Stars)--powder was fresh and vibrant looking. Ran out of the peas--so thought I'd purchase it again--but without the variety pack--just the peas. This time--got a package that expires in May and the packaging was a bit different--which was fine--since it's only end of March right now--but when I opened it--the powder was stale looking (like sand)--whitish in color not the vibrant green and powder flew up in the air (like sawdust)--whereas it's usually more dense.  Too bad--my baby really liked the peas in the variety pack.
231512,B005JEKO6W,A1O8Y2Y9953XXI,Yesi,2012-06-19,5,1,1,A Bit Smaller Than I Expected But I Can'T Wait To See It Grow And Will Definitely Reorder!!,"I ordered this plant along with two other plants (philodendron and spider plant) and when I received the box that they came in at first I thought, ""hmm, I will probably receive the rest of the order the next day."" All three plants were inside this fairly small box. It's not a big deal I just thought plants would be slightly bigger. Okay the plant itself is cute!!! Can't wait till it grows I have it on a window sill that gets bright light but no direct sunlight."
86334,B008I99CPO,A3F6UPPU8W8J0U,A,2011-09-01,4,0,0,Very Creative!,"What an interesting treat! Yes, you may feel the flavor of raw cacao, but this aspect is mild, and you may not even notice it if you don't focus on it. What you are more likely to notice is how elegantly it's crafted in terms of mouthfeel (both the chocolate itself and the combination of the chocolate and the filling). I think this product is a masterpiece, taste-wise and texture-wise. The only obstacles for my family to buying from this brand often are the price and the presence of some added sugar (relatively little though, judging by the numbers on their labels; I just wanted to point out that agave nectar is especially high in fructose, the ""worst"" of ""simple sugars"", and this brand uses some agave nectar - hopefully very little). This brand's other bars, Acai and ""Caramel"", are similar, but ""Maca"" is NOT chocolaty and disappointing."
430731,B000EDG3UE,A2JKAS41GO192G,chicarican,2010-12-28,5,0,0,"Fantastic, Fresh And Easy To Prepare!","Who says healthy has to be blah or bad tasting?!?! This organic grain is so easy to prepare and goes with everything - you forget it's healthy and good for you! Great savings over local grocery stores. Love the service as well - before you know it, it is delivered to your door."
170018,B005I5M42E,A3174C8TO76HKP,Oesterling,2012-09-06,5,0,0,Always Tasty,"I've ordered twice from this company, the candy arrives fresh and tasty. I have so far ordered the standard maple sugary candies as well as the hard ones. Highly recommended."
81730,B001VDXO3K,A1G9EZSK3QC0UI,"B. Santos ""bikram_mom_18""",2009-07-08,5,2,4,"Best Coco Water, Perfect Family Size","vita coco tastes almost like plucking coconuts from tree and drinking fresh. if you have never experienced coconut water before, certainly drink it very chilled.<br />i found this 34oz resealable package to be ideal for my family (my husband and daughters are addicted to vita coco). 34 oz feeds them for 2 days (if that) and is less waste than having to throw out several of the smaller 11 oz sizes.<br />next purchase will be the 17oz size."
153565,B000FFQ23Y,AXCD2A0BDC9B8,"Erin Miller ""mommy of three""",2007-09-12,5,1,1,These Preztels Are Great!!,"My son loves these little pretels. They are also great in Gluten free Chex mix!  I like the fact that they have a unique round shape - it makes it easy to distinguish from ""regular"" pretzels.  I'm sure my allergic son is eating safe food and not his brother's wheat pretzels!  Highly reccommend!!"
539868,B001E4Q5GO,A17GK9E70O7Y9R,Grandma in Oregon,2010-01-05,5,0,0,Great Option For Diabetics,"This is not the same as the regular Swiss Miss, but I find it an acceptable option for diabetics.  I have this on subscription.  It's nice to be able to have a mug (use two pkg) when I make cocoa for my grandkids.  You can add a little splenda to sweeten, but I have gotten used to the less sweet flavor.  Cocoa does settle at the bottom a little, but a stir midway though would do the trick.  Although not low fat, to richen it I have added a tablespoon of half and half.  It's good added to coffee to make a mocha drink.  I rate this 5 stars as I have tried to make my own diabetic mix formula and this is so much simpler.  Not perfect, but perfect for me."
156397,B000633Z8A,A2OWXUIXV9ES5M,"Nick Mancuso ""Nick""",2007-09-20,5,10,10,There'S Nothing Better,"I can give her a tiny crumb and she'd be thrilled.  This bag is going to last me months.  She will do anything for a chance at a lamb munchie.<br /><br />When she was a puppy, she wouldn't touch any treats.  I brought her to a doggy bakery - we spent 15 minutes trying to get her to eat all sorts of treats.  Finally the lady pulls out one of these lamb treats and says 'when all else fails'.  Sure enough :)"
113204,B0030F70LO,AQY9Y7HL7GDSU,kls,2010-04-14,5,1,1,Huskies Love Them,"My two young Siberian Huskies love their apple treats!  And all the better with chicken wrapped around them!  They are marked ""Made in China"" in small print.  They are not marked with any indication they have been irradiated like some dog treats."
11562,B005HB4HGU,A2CFN7TZYRLEI6,HOLDCELLcom,2012-04-02,5,1,5,Pink It Was Love At First Sight!,"Best Pink Salt On The Planet! It will make all your dishes taste better. Spice Lab's is a trusted seller!<br /><br />Pink it's my new obsession<br />Pink it's not even a question,<br />Pink on the lips of your lover, 'cause<br />Pink is the love you discover<br /><br />Pink as the bing on your cherry<br />Pink 'cause you are so very<br />Pink it's the color of passion<br />'Cause today it just goes with the fashion<br /><br />Pink it was love at first sight<br />Pink when I turn out the light, and<br />Pink gets me high as a kite<br />And I think everything is going to be all right<br />No matter what we do tonight<br /><br />You could be my flamingo<br />'Coz pink is the new kinda lingo<br />Pink like a deco umbrella<br />It's kink - but you don't ever tell her<br /><br />Pink it was love at first sight, and<br />Pink when I turn out the light<br />Pink gets me high as a kite<br />And I think everything is going to be all right<br />No matter what we do tonight<br /><br />I want to be your lover<br />I wanna wrap you in rubber<br />As pink as the sheets that we lay on<br />Pink it's my favorite crayon, yeah<br /><br />Pink it was love at first sight<br />Pink when I turn out the light<br />Pink it's like red but not quite<br />And I think everything is going to be all right<br />No matter what we do tonight"
201270,B000GW46DE,A3CJW3AM6V6HI9,"Meme ""MAB""",2009-08-23,5,1,1,Original Beef Steak Is Muchbetter Than Any Bagged Jerky,This is a sooo much better snack than crackers or chips.  I have blood sugar issues and a protein snack is just what I need.  I also quit smoking in Jan. 2007 and am still smoke free thanks to Jack Links 2 oz. Original Beef Steak.  I honestly love them.
331402,B0006NL1D6,A8POHAFRIYQ3E,"Lane Reader ""LeReader""",2005-12-23,4,9,9,Not For Everyone - Very Unique!,"We picked this up randomly in the loose tea section, and found it to be a very strong yet enjoyable tea.  This would be best served as a breakfast tea in colder weather.  To sweeten, use honey (sugars or substitutes won't taste right) and add some lemon for a very nice touch (we used lemon flavored honey which was perfect).<br /><br />The aroma and flavor are reminiscent of aged pipe tobacco.  This isn't something that appeals to everyone, but I haven't ever found another tea like it.  It has a thickness to it that is filling."
563139,B007JFMH8M,A1P0LOX3IG0LKP,ShamrockChicka,2012-07-19,5,0,0,Kid Approved ;),I have a picky eater and what completely suprised that he actually liked them! They are so soft and not too sweet! They are heavenly! These will make a great lunchbox treat for your little ones! Highly recommend these!
196372,B004LLD27M,A2M6GES9QK525F,V,2011-12-20,5,0,0,"Dogs Love It, I Love The Price","This is perfect for our dogs and $10 cheaper than what Whole Foods charges us, please with subscribe and save, it's shipped automatically ever too months."
541120,B000FMTJJQ,A1N2A5N580GX2N,William J. philler,2008-11-23,5,1,1,Bill,"This product is one of my wife's favorite for sweeting her cereal in the  morning. It was shipped via US Mail. The box was demolished by the postal service. On a call to Amazom via the 800 number, a mew shipment arrived via USP.  Very nice service.  Thank you."
395384,B0018CJXFC,A1ZKFXF1A1GU4P,Kg,2012-01-19,4,1,1,Amazed,"Our source for this dog food went out of business. It was highly recommended by our dog trainer and wasn't out of line on cost. We couldn't find it anywhere and I jokingly asked my wife to check at Amazon. To our shock, you had it, at the same price and you had it delivered right to our front door, all at the same price.  Unreal."
266835,B004EVNB6Q,A1W8U0003KC4X7,R. Rinehuls,2012-04-20,5,13,13,Very Clean Taste.,"Elderberry jam or jelly is never available in stores around here anymore so I decided to look on Amazon. I ordered this Suro jam and also Mrs. Miller's Homemade elderberry jelly.  In a taste test in front of an open window the Suro jam was superior for it's pure clean elderberry essence. I was surprised that, in comparing the two, an off flavor was apparent in the Mrs. Miller's jelly, which I would describe as musty or like there was honey mixed in.  I had not picked up on this when eating the jelly on a peanut butter and jelly sandwich. Of course I am comparing an expensive jam with a less expensive jelly.  On the down side the Suro jam was a little on the thin side and the numerous seeds are a potential problem for someone with diverticulosis."
93222,B004OLKF6K,A2SZLNSI5KOQJT,"Carrie, ""Formerly &#34;Sister Carrie&#34;""",2011-09-15,3,0,1,"Advertised As Medium-Bold, But More Medium Than Bold.  Slightly Bitter, But Not Harsh.","This Columbia Blend leans more to the medium side than the bold side of coffee.  However, there is a slight kick to it, so solid medium coffee drinkers may want to take a pass.<br /><br />The blend is also slightly bitter, but not so bitter that it would be considered a harsh taste.  The bitter can be toned down by milk, which would leave no significant aftertaste.<br /><br />I would put this kcup in the same category as <a href=""http://www.amazon.com/gp/product/B00474OR8G"">Caribou Coffee, Caribou Blend, 24-Count K-Cups for Keurig Brewers</a>, although I would choose this Barista Prima Columbia blend over the Caribou Blend.<br /><br />This is an OK blend, but there are better coffee blends on the market.<br /><br />Disclosure: I received this kcup in a free sample pack mailed by Keurig to its customers."
382765,B0025UA7AG,A7KVHEUZE450O,phybe,2012-09-18,5,0,0,Heinz Hot Dog Relish.,My husband loves this product and our local store that sold this has been out of it for a while needed to order enought til they restock
230437,B00434KOQO,ASLNEAYDOOW55,Richard P. Walter,2012-10-24,5,0,0,Gluten Free And Tasty,My wife was recently diagnosed with gluten intolerance after searching for the cause of her stomach problems for almost 10 years. Now we have to make the diet interesting. She loves this soup and for some reason we can never find it locally in stores. Free shipping on this item makes it worth while.
76618,B0049ULB78,A2U2CTEZ27REFP,"S. Heller ""suecq""",2011-12-07,5,0,0,Nice & Dark,Purchased for the husband who likes his coffee strong. This one was the winner.<br />Not bitter and strong enough to run cup again with a smaller amount of water to make a 20 oz cup of coffee.
154234,B003NDJ86S,AKFRR0QE0KTT6,jc recording,2010-02-15,5,1,1,Yummy Yummy Yummy!,"<a href=""http://www.amazon.com/gp/product/B000IMLJ46"">Amish Country Red Popcorn - 6lb.</a><a href=""http://www.amazon.com/gp/product/B00017LEXO"">Amish Country Red Popcorn - 2lb.</a><br /><br />We buy the 6 lb. bag because it is SOooooooo incredibly good that we go through it very quickly.  I use a small amount of oil and a little bit of sea salt and it is excellent.<br /><br />Very few hulls on this popcorn so you don't mess up your teeth!<br /><br />Try it...if you are a popcorn lover, you won't go back. Not to mention the better health benefits!"
